Time,Curr Win %,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
2009-12-04 21:00:00,0.6111111111111112,19911.0,Utah Jazz,Indiana Pacers,0.0,4.0,Friday,December,19347.0
2009-12-04 22:30:00,0.4705882352941176,18997.0,Los Angeles Lakers,Miami Heat,0.0,1.0,Friday,December,18997.0
2009-12-05 20:00:00,0.4,23129.0,Chicago Bulls,Toronto Raptors,0.0,2.0,Saturday,December,20481.0
2009-12-05 20:00:00,0.5789473684210527,20200.0,Minnesota Timberwolves,Utah Jazz,0.0,4.0,Saturday,December,18466.0
2009-12-05 20:30:00,0.5,18581.0,San Antonio Spurs,Denver Nuggets,0.0,3.0,Saturday,December,17592.0
2009-12-05 21:00:00,0.6842105263157895,20728.0,Dallas Mavericks,Atlanta Hawks,0.0,2.0,Saturday,December,19550.0
2009-12-05 21:00:00,0.4666666666666667,18422.0,Phoenix Suns,Sacramento Kings,0.0,2.0,Saturday,December,17747.0
2009-12-05 22:00:00,0.5555555555555556,20693.0,Portland Trail Blazers,Houston Rockets,0.0,2.0,Saturday,December,20555.0
2009-12-05 22:30:00,0.5,20044.0,Los Angeles Clippers,Indiana Pacers,0.0,3.0,Saturday,December,15305.0
2009-12-06 21:30:00,0.7368421052631579,18997.0,Los Angeles Lakers,Phoenix Suns,0.0,2.0,Sunday,December,18997.0
2009-12-07 19:00:00,0.1176470588235294,20809.0,Philadelphia 76ers,Denver Nuggets,0.0,0.0,Monday,December,20664.0
2009-12-07 21:00:00,0.6,19911.0,Utah Jazz,San Antonio Spurs,0.0,4.0,Monday,December,17565.0
2009-12-08 19:00:00,0.42857142857142855,20152.0,Toronto Raptors,Minnesota Timberwolves,0.0,3.0,Tuesday,December,15167.0
2009-12-08 19:30:00,0.4117647058823529,18624.0,Boston Celtics,Milwaukee Bucks,0.0,1.0,Tuesday,December,18624.0
2009-12-08 20:00:00,0.42857142857142855,18119.0,Memphis Grizzlies,Cleveland Cavaliers,0.0,3.0,Tuesday,December,16325.0
2009-12-08 20:30:00,0.7,20728.0,Dallas Mavericks,Phoenix Suns,0.0,1.0,Tuesday,December,19857.0
2009-12-08 22:30:00,0.7647058823529411,20044.0,Los Angeles Clippers,Orlando Magic,0.0,5.0,Tuesday,December,16750.0
2009-12-09 19:00:00,0.1111111111111111,20809.0,Philadelphia 76ers,Detroit Pistons,0.0,0.0,Wednesday,December,12136.0
2009-12-09 19:00:00,0.3333333333333333,20190.0,Atlanta Hawks,Chicago Bulls,0.0,1.0,Wednesday,December,16808.0
2009-12-09 19:00:00,0.55,18165.0,Indiana Pacers,Portland Trail Blazers,0.0,2.0,Wednesday,December,11487.0
2009-12-09 20:30:00,0.5714285714285714,18583.0,Houston Rockets,Cleveland Cavaliers,0.0,4.0,Wednesday,December,18200.0
2009-12-09 20:30:00,0.5,18581.0,San Antonio Spurs,Sacramento Kings,0.0,2.0,Wednesday,December,17353.0
2009-12-09 22:30:00,0.5714285714285714,18997.0,Los Angeles Lakers,Utah Jazz,0.0,3.0,Wednesday,December,18997.0
2009-12-10 20:00:00,0.3333333333333333,20173.0,Washington Wizards,Boston Celtics,0.0,2.0,Thursday,December,20173.0
2009-12-10 22:30:00,0.5909090909090909,19911.0,Utah Jazz,Orlando Magic,0.0,3.0,Thursday,December,18735.0
2009-12-11 19:00:00,0.10526315789473684,20809.0,Philadelphia 76ers,Houston Rockets,0.0,0.0,Friday,December,13991.0
2009-12-11 19:00:00,0.39130434782608703,20152.0,Toronto Raptors,Atlanta Hawks,0.0,3.0,Friday,December,17032.0
2009-12-11 19:30:00,0.4736842105263158,19600.0,Miami Heat,Dallas Mavericks,0.0,2.0,Friday,December,18703.0
2009-12-11 20:00:00,0.5238095238095238,20562.0,Cleveland Cavaliers,Portland Trail Blazers,0.0,2.0,Friday,December,20562.0
2009-12-11 20:00:00,0.2857142857142857,23129.0,Chicago Bulls,Golden State Warriors,0.0,0.0,Friday,December,18803.0
2009-12-11 20:00:00,0.5714285714285714,18119.0,Memphis Grizzlies,Oklahoma City Thunder,0.0,3.0,Friday,December,13048.0
2009-12-11 22:30:00,0.7142857142857143,18422.0,Phoenix Suns,Orlando Magic,0.0,2.0,Friday,December,18216.0
2009-12-11 22:30:00,0.1,18997.0,Los Angeles Lakers,Minnesota Timberwolves,0.0,2.0,Friday,December,18997.0
2009-12-12 19:00:00,0.3157894736842105,20173.0,Washington Wizards,Indiana Pacers,0.0,1.0,Saturday,December,13172.0
2009-12-12 20:00:00,0.35,23129.0,Chicago Bulls,Boston Celtics,0.0,1.0,Saturday,December,21257.0
2009-12-12 21:00:00,0.6818181818181818,20044.0,Denver Nuggets,Phoenix Suns,0.0,2.0,Saturday,December,19155.0
2009-12-12 21:00:00,0.6086956521739131,19911.0,Utah Jazz,Los Angeles Lakers,0.0,3.0,Saturday,December,19911.0
2009-12-13 12:30:00,0.4166666666666667,20152.0,Toronto Raptors,Houston Rockets,0.0,3.0,Sunday,December,17111.0
2009-12-13 18:00:00,0.45,19600.0,Miami Heat,Memphis Grizzlies,0.0,1.0,Sunday,December,14465.0
2009-12-13 21:30:00,0.5263157894736842,20044.0,Los Angeles Clippers,San Antonio Spurs,0.0,2.0,Sunday,December,16464.0
2009-12-14 19:00:00,0.15,20809.0,Philadelphia 76ers,Golden State Warriors,0.0,1.0,Monday,December,12795.0
2009-12-14 20:00:00,0.4166666666666667,18119.0,Memphis Grizzlies,Boston Celtics,0.0,3.0,Monday,December,14193.0
2009-12-14 21:00:00,0.5833333333333334,19911.0,Utah Jazz,Minnesota Timberwolves,0.0,3.0,Monday,December,18090.0
2009-12-14 21:00:00,0.5217391304347826,20044.0,Denver Nuggets,Oklahoma City Thunder,0.0,2.0,Monday,December,16022.0
2009-12-14 22:30:00,0.3,20044.0,Los Angeles Clippers,Washington Wizards,0.0,0.0,Monday,December,14511.0
2009-12-15 19:30:00,0.4,19600.0,Miami Heat,Toronto Raptors,0.0,2.0,Tuesday,December,15106.0
2009-12-15 20:00:00,0.8,23129.0,Chicago Bulls,Los Angeles Lakers,0.0,4.0,Tuesday,December,21416.0
2009-12-15 20:30:00,0.5833333333333334,18583.0,Houston Rockets,Detroit Pistons,0.0,3.0,Tuesday,December,14899.0
2009-12-15 21:00:00,0.5,18422.0,Phoenix Suns,San Antonio Spurs,0.0,2.0,Tuesday,December,17964.0
2009-12-15 22:00:00,0.42105263157894735,20693.0,Portland Trail Blazers,Sacramento Kings,0.0,1.0,Tuesday,December,20588.0
2009-12-16 19:00:00,0.4,20190.0,Atlanta Hawks,Memphis Grizzlies,0.0,2.0,Wednesday,December,13013.0
2009-12-16 19:00:00,0.14285714285714285,20809.0,Philadelphia 76ers,Cleveland Cavaliers,0.0,1.0,Wednesday,December,19517.0
2009-12-16 20:00:00,0.13043478260869565,20200.0,Minnesota Timberwolves,Los Angeles Clippers,0.0,1.0,Wednesday,December,12526.0
2009-12-16 21:00:00,0.56,20044.0,Denver Nuggets,Houston Rockets,0.0,3.0,Wednesday,December,15753.0
2009-12-17 20:00:00,0.6818181818181818,19600.0,Miami Heat,Orlando Magic,0.0,2.0,Thursday,December,18303.0
2009-12-17 20:00:00,0.21052631578947367,23129.0,Chicago Bulls,New York Knicks,0.0,3.0,Thursday,December,19791.0
2009-12-17 22:30:00,0.5416666666666666,20693.0,Portland Trail Blazers,Phoenix Suns,0.0,3.0,Thursday,December,20559.0
2009-12-18 19:30:00,0.56,20190.0,Atlanta Hawks,Utah Jazz,0.0,2.0,Friday,December,17501.0
2009-12-18 19:30:00,0.18181818181818185,18624.0,Boston Celtics,Philadelphia 76ers,0.0,2.0,Friday,December,18624.0
2009-12-18 20:00:00,0.42857142857142855,20562.0,Cleveland Cavaliers,Milwaukee Bucks,0.0,2.0,Friday,December,20562.0
2009-12-18 20:00:00,0.4230769230769231,18119.0,Memphis Grizzlies,Indiana Pacers,0.0,2.0,Friday,December,13217.0
2009-12-18 20:00:00,0.42857142857142855,20200.0,Minnesota Timberwolves,Sacramento Kings,0.0,2.0,Friday,December,13144.0
2009-12-18 20:30:00,0.5769230769230769,20728.0,Dallas Mavericks,Houston Rockets,0.0,3.0,Friday,December,19890.0
2009-12-19 19:30:00,0.17391304347826084,20809.0,Philadelphia 76ers,Los Angeles Clippers,0.0,2.0,Saturday,December,13752.0
2009-12-19 20:00:00,0.39130434782608703,23129.0,Chicago Bulls,Atlanta Hawks,0.0,3.0,Saturday,December,21381.0
2009-12-19 20:30:00,0.5454545454545454,18581.0,San Antonio Spurs,Indiana Pacers,0.0,4.0,Saturday,December,17075.0
2009-12-19 20:30:00,0.5,18583.0,Houston Rockets,Oklahoma City Thunder,0.0,1.0,Saturday,December,15095.0
2009-12-19 21:00:00,0.3043478260869565,18422.0,Phoenix Suns,Washington Wizards,0.0,1.0,Saturday,December,16811.0
2009-12-20 16:00:00,0.4444444444444444,18119.0,Memphis Grizzlies,Denver Nuggets,0.0,3.0,Sunday,December,13385.0
2009-12-20 18:00:00,0.16,18624.0,Boston Celtics,Minnesota Timberwolves,0.0,2.0,Sunday,December,18624.0
2009-12-20 18:00:00,0.5384615384615384,19600.0,Miami Heat,Portland Trail Blazers,0.0,3.0,Sunday,December,16500.0
2009-12-20 19:30:00,0.7083333333333334,20728.0,Dallas Mavericks,Cleveland Cavaliers,0.0,4.0,Sunday,December,20346.0
2009-12-21 19:00:00,0.43478260869565216,18165.0,Indiana Pacers,Milwaukee Bucks,0.0,2.0,Monday,December,12836.0
2009-12-21 20:00:00,0.4782608695652174,23129.0,Chicago Bulls,Sacramento Kings,0.0,3.0,Monday,December,19631.0
2009-12-21 20:30:00,0.5652173913043478,18581.0,San Antonio Spurs,Los Angeles Clippers,0.0,4.0,Monday,December,17451.0
2009-12-21 21:00:00,0.6538461538461539,18422.0,Phoenix Suns,Cleveland Cavaliers,0.0,2.0,Monday,December,18221.0
2009-12-22 19:00:00,0.3333333333333333,20173.0,Washington Wizards,Philadelphia 76ers,0.0,2.0,Tuesday,December,15435.0
2009-12-22 19:30:00,0.2608695652173913,18624.0,Boston Celtics,Indiana Pacers,0.0,0.0,Tuesday,December,18624.0
2009-12-22 20:00:00,0.15384615384615385,20200.0,Minnesota Timberwolves,Atlanta Hawks,0.0,2.0,Tuesday,December,11271.0
2009-12-22 20:00:00,0.4642857142857143,18119.0,Memphis Grizzlies,Golden State Warriors,0.0,3.0,Tuesday,December,12827.0
2009-12-22 20:30:00,0.5555555555555556,20728.0,Dallas Mavericks,Portland Trail Blazers,0.0,4.0,Tuesday,December,19863.0
2009-12-22 20:30:00,0.4615384615384616,18583.0,Houston Rockets,Los Angeles Clippers,0.0,2.0,Tuesday,December,17128.0
2009-12-22 22:30:00,0.4814814814814815,18997.0,Los Angeles Lakers,Oklahoma City Thunder,0.0,1.0,Tuesday,December,18997.0
2009-12-23 19:30:00,0.5185185185185185,19600.0,Miami Heat,Utah Jazz,0.0,1.0,Wednesday,December,19600.0
2009-12-23 20:30:00,0.5416666666666666,18581.0,San Antonio Spurs,Portland Trail Blazers,0.0,3.0,Wednesday,December,18581.0
2009-12-23 21:00:00,0.72,20044.0,Denver Nuggets,Atlanta Hawks,0.0,4.0,Wednesday,December,19155.0
2009-12-23 21:00:00,0.6296296296296297,18422.0,Phoenix Suns,Oklahoma City Thunder,0.0,2.0,Wednesday,December,15953.0
2009-12-25 17:00:00,0.7916666666666666,18997.0,Los Angeles Lakers,Cleveland Cavaliers,0.0,4.0,Friday,December,18997.0
2009-12-25 20:00:00,0.6428571428571429,18422.0,Phoenix Suns,Los Angeles Clippers,0.0,2.0,Friday,December,16709.0
2009-12-25 22:30:00,0.5862068965517241,20693.0,Portland Trail Blazers,Denver Nuggets,0.0,4.0,Friday,December,20664.0
2009-12-26 15:00:00,0.4482758620689655,20728.0,Dallas Mavericks,Memphis Grizzlies,0.0,3.0,Saturday,December,20195.0
2009-12-26 19:00:00,0.25,18165.0,Indiana Pacers,Atlanta Hawks,0.0,0.0,Saturday,December,15281.0
2009-12-26 20:00:00,0.3461538461538461,20200.0,Minnesota Timberwolves,Washington Wizards,0.0,3.0,Saturday,December,16838.0
2009-12-26 21:00:00,0.5357142857142857,19911.0,Utah Jazz,Philadelphia 76ers,0.0,1.0,Saturday,December,19911.0
2009-12-27 13:00:00,0.42857142857142855,20152.0,Toronto Raptors,Detroit Pistons,0.0,3.0,Sunday,December,19800.0
2009-12-27 18:00:00,0.5666666666666667,20562.0,Cleveland Cavaliers,Houston Rockets,0.0,3.0,Sunday,December,20562.0
2009-12-27 18:00:00,0.5384615384615384,19600.0,Miami Heat,Indiana Pacers,0.0,4.0,Sunday,December,19600.0
2009-12-27 20:00:00,0.6666666666666666,20044.0,Denver Nuggets,Dallas Mavericks,0.0,2.0,Sunday,December,19756.0
2009-12-27 21:30:00,0.4642857142857143,20044.0,Los Angeles Clippers,Boston Celtics,0.0,2.0,Sunday,December,19060.0
2009-12-28 20:00:00,0.3333333333333333,18119.0,Memphis Grizzlies,Washington Wizards,0.0,2.0,Monday,December,14571.0
2009-12-28 21:00:00,0.6333333333333333,18422.0,Phoenix Suns,Los Angeles Lakers,0.0,2.0,Monday,December,18422.0
2009-12-28 22:00:00,0.5666666666666667,20693.0,Portland Trail Blazers,Philadelphia 76ers,0.0,4.0,Monday,December,20640.0
2009-12-29 19:00:00,0.7666666666666667,20190.0,Atlanta Hawks,Cleveland Cavaliers,0.0,5.0,Tuesday,December,20150.0
2009-12-29 19:00:00,0.32142857142857145,20173.0,Washington Wizards,Oklahoma City Thunder,0.0,2.0,Tuesday,December,17152.0
2009-12-29 20:00:00,0.2307692307692308,23129.0,Chicago Bulls,Indiana Pacers,0.0,0.0,Tuesday,December,21887.0
2009-12-29 20:30:00,0.5925925925925926,18581.0,San Antonio Spurs,Minnesota Timberwolves,0.0,4.0,Tuesday,December,18581.0
2009-12-29 22:30:00,0.7777777777777778,18997.0,Los Angeles Lakers,Golden State Warriors,0.0,3.0,Tuesday,December,18997.0
2009-12-30 19:00:00,0.7741935483870968,20562.0,Cleveland Cavaliers,Atlanta Hawks,0.0,5.0,Wednesday,December,20562.0
2009-12-30 19:00:00,0.4838709677419355,18165.0,Indiana Pacers,Memphis Grizzlies,0.0,4.0,Wednesday,December,14741.0
2009-12-30 20:00:00,0.5517241379310345,20200.0,Minnesota Timberwolves,Utah Jazz,0.0,2.0,Wednesday,December,14123.0
2009-12-30 21:00:00,0.6451612903225806,18422.0,Phoenix Suns,Boston Celtics,0.0,3.0,Wednesday,December,18422.0
2009-12-30 22:00:00,0.5806451612903226,20693.0,Portland Trail Blazers,Los Angeles Clippers,0.0,4.0,Wednesday,December,20505.0
2009-12-31 19:00:00,0.5806451612903226,18583.0,Houston Rockets,Dallas Mavericks,0.0,3.0,Thursday,December,18306.0
2009-12-31 19:00:00,0.6071428571428571,18581.0,San Antonio Spurs,Miami Heat,0.0,4.0,Thursday,December,18581.0
2009-12-31 21:30:00,0.21428571428571427,20044.0,Los Angeles Clippers,Philadelphia 76ers,0.0,2.0,Thursday,December,15257.0
2010-01-01 19:30:00,0.32,20190.0,Atlanta Hawks,New York Knicks,0.0,3.0,Friday,January,17366.0
2010-01-01 20:00:00,0.7142857142857143,20200.0,Minnesota Timberwolves,Orlando Magic,0.0,4.0,Friday,January,17065.0
2010-01-01 22:30:00,0.42857142857142855,18997.0,Los Angeles Lakers,Sacramento Kings,0.0,1.0,Friday,January,18997.0
2010-01-02 19:00:00,0.16129032258064516,18165.0,Indiana Pacers,Minnesota Timberwolves,0.0,1.0,Saturday,January,12685.0
2010-01-02 19:00:00,0.3103448275862069,20173.0,Washington Wizards,San Antonio Spurs,0.0,1.0,Saturday,January,19025.0
2010-01-02 19:30:00,0.4137931034482759,18624.0,Boston Celtics,Toronto Raptors,0.0,2.0,Saturday,January,18624.0
2010-01-02 20:00:00,0.6896551724137931,23129.0,Chicago Bulls,Orlando Magic,0.0,3.0,Saturday,January,21162.0
2010-01-02 21:00:00,0.625,18422.0,Phoenix Suns,Memphis Grizzlies,0.0,3.0,Saturday,January,17135.0
2010-01-02 21:00:00,0.5161290322580645,19911.0,Utah Jazz,Denver Nuggets,0.0,2.0,Saturday,January,19911.0
2010-01-02 22:00:00,0.59375,20693.0,Portland Trail Blazers,Golden State Warriors,0.0,4.0,Saturday,January,20507.0
2010-01-03 18:00:00,0.43333333333333335,20152.0,Toronto Raptors,San Antonio Spurs,0.0,3.0,Sunday,January,18323.0
2010-01-03 20:00:00,0.2413793103448276,20044.0,Denver Nuggets,Philadelphia 76ers,0.0,3.0,Sunday,January,19155.0
2010-01-03 21:30:00,0.7931034482758621,18997.0,Los Angeles Lakers,Dallas Mavericks,0.0,4.0,Sunday,January,18997.0
2010-01-04 19:30:00,0.5357142857142857,19600.0,Miami Heat,Atlanta Hawks,0.0,4.0,Monday,January,16500.0
2010-01-04 20:00:00,0.53125,23129.0,Chicago Bulls,Oklahoma City Thunder,0.0,4.0,Monday,January,18838.0
2010-01-04 22:30:00,0.5757575757575758,20044.0,Los Angeles Clippers,Portland Trail Blazers,0.0,3.0,Monday,January,15104.0
2010-01-05 19:00:00,0.6666666666666666,18165.0,Indiana Pacers,Orlando Magic,0.0,2.0,Tuesday,January,11119.0
2010-01-05 19:00:00,0.3333333333333333,20809.0,Philadelphia 76ers,Washington Wizards,0.0,1.0,Tuesday,January,11822.0
2010-01-05 20:30:00,0.3333333333333333,20728.0,Dallas Mavericks,Detroit Pistons,0.0,0.0,Tuesday,January,19799.0
2010-01-05 21:00:00,0.25806451612903225,20044.0,Denver Nuggets,Golden State Warriors,0.0,2.0,Tuesday,January,15129.0
2010-01-05 22:00:00,0.5588235294117647,20693.0,Portland Trail Blazers,Memphis Grizzlies,0.0,2.0,Tuesday,January,20278.0
2010-01-05 22:30:00,0.8,18997.0,Los Angeles Lakers,Houston Rockets,0.0,4.0,Tuesday,January,18997.0
2010-01-06 19:00:00,0.3225806451612903,20562.0,Cleveland Cavaliers,Washington Wizards,0.0,1.0,Wednesday,January,20562.0
2010-01-06 19:30:00,0.5172413793103449,19600.0,Miami Heat,Boston Celtics,0.0,3.0,Wednesday,January,19600.0
2010-01-06 20:00:00,0.15625,20200.0,Minnesota Timberwolves,Golden State Warriors,0.0,0.0,Wednesday,January,12046.0
2010-01-06 20:30:00,0.6129032258064516,18581.0,San Antonio Spurs,Detroit Pistons,0.0,4.0,Wednesday,January,17337.0
2010-01-06 21:00:00,0.6470588235294118,18422.0,Phoenix Suns,Houston Rockets,0.0,4.0,Wednesday,January,15811.0
2010-01-06 21:00:00,0.53125,19911.0,Utah Jazz,Memphis Grizzlies,0.0,3.0,Wednesday,January,19008.0
2010-01-06 22:30:00,0.7741935483870968,20044.0,Los Angeles Clippers,Los Angeles Lakers,0.0,4.0,Wednesday,January,19388.0
2010-01-08 19:00:00,0.34375,20173.0,Washington Wizards,Orlando Magic,0.0,2.0,Friday,January,20173.0
2010-01-08 19:00:00,0.46875,20809.0,Philadelphia 76ers,Toronto Raptors,0.0,4.0,Friday,January,15264.0
2010-01-08 20:00:00,0.7,20190.0,Atlanta Hawks,Boston Celtics,0.0,2.0,Friday,January,15149.0
2010-01-08 20:00:00,0.5151515151515151,18119.0,Memphis Grizzlies,Utah Jazz,0.0,2.0,Friday,January,14213.0
2010-01-08 20:00:00,0.18181818181818185,20200.0,Minnesota Timberwolves,Indiana Pacers,0.0,1.0,Friday,January,13111.0
2010-01-08 20:30:00,0.59375,18581.0,San Antonio Spurs,Dallas Mavericks,0.0,3.0,Friday,January,18581.0
2010-01-08 21:00:00,0.6285714285714286,18422.0,Phoenix Suns,Miami Heat,0.0,3.0,Friday,January,18422.0
2010-01-08 22:00:00,0.5714285714285714,20693.0,Portland Trail Blazers,Los Angeles Lakers,0.0,3.0,Friday,January,20629.0
2010-01-08 22:30:00,0.65625,20044.0,Denver Nuggets,Cleveland Cavaliers,0.0,3.0,Friday,January,19996.0
2010-01-09 20:00:00,0.17647058823529413,23129.0,Chicago Bulls,Minnesota Timberwolves,0.0,1.0,Saturday,January,20255.0
2010-01-09 20:30:00,0.5294117647058824,20728.0,Dallas Mavericks,Utah Jazz,0.0,2.0,Saturday,January,19922.0
2010-01-09 20:30:00,0.3333333333333333,18583.0,Houston Rockets,New York Knicks,0.0,3.0,Saturday,January,15693.0
2010-01-10 13:00:00,0.4545454545454545,20152.0,Toronto Raptors,Boston Celtics,0.0,3.0,Sunday,January,19800.0
2010-01-10 15:30:00,0.5161290322580645,20044.0,Los Angeles Clippers,Miami Heat,0.0,2.0,Sunday,January,19060.0
2010-01-10 21:00:00,0.5555555555555556,20693.0,Portland Trail Blazers,Cleveland Cavaliers,0.0,2.0,Sunday,January,20614.0
2010-01-10 21:30:00,0.4137931034482759,18997.0,Los Angeles Lakers,Milwaukee Bucks,0.0,2.0,Sunday,January,18997.0
2010-01-11 19:00:00,0.4411764705882353,18165.0,Indiana Pacers,Toronto Raptors,0.0,3.0,Monday,January,11039.0
2010-01-11 19:30:00,0.6875,18624.0,Boston Celtics,Atlanta Hawks,0.0,3.0,Monday,January,18624.0
2010-01-11 20:00:00,0.5588235294117647,18342.0,Oklahoma City Thunder,New York Knicks,0.0,4.0,Monday,January,17152.0
2010-01-11 20:00:00,0.30303030303030304,23129.0,Chicago Bulls,Detroit Pistons,0.0,0.0,Monday,January,21014.0
2010-01-11 21:00:00,0.5428571428571428,19911.0,Utah Jazz,Miami Heat,0.0,3.0,Monday,January,19284.0
2010-01-11 21:00:00,0.17142857142857146,20044.0,Denver Nuggets,Minnesota Timberwolves,0.0,1.0,Monday,January,14669.0
2010-01-11 21:00:00,0.6388888888888888,18422.0,Phoenix Suns,Milwaukee Bucks,0.0,3.0,Monday,January,15116.0
2010-01-12 19:00:00,0.3333333333333333,20173.0,Washington Wizards,Detroit Pistons,0.0,2.0,Tuesday,January,13544.0
2010-01-12 20:00:00,0.5277777777777778,18119.0,Memphis Grizzlies,Los Angeles Clippers,0.0,4.0,Tuesday,January,11004.0
2010-01-12 20:30:00,0.6060606060606061,18581.0,San Antonio Spurs,Los Angeles Lakers,0.0,3.0,Tuesday,January,18581.0
2010-01-13 19:00:00,0.3235294117647059,20190.0,Atlanta Hawks,Washington Wizards,0.0,2.0,Wednesday,January,9695.0
2010-01-13 19:00:00,0.6216216216216216,18165.0,Indiana Pacers,Phoenix Suns,0.0,3.0,Wednesday,January,10858.0
2010-01-13 19:00:00,0.2424242424242425,20809.0,Philadelphia 76ers,New York Knicks,0.0,2.0,Wednesday,January,12444.0
2010-01-13 20:00:00,0.6176470588235294,18342.0,Oklahoma City Thunder,San Antonio Spurs,0.0,3.0,Wednesday,January,17886.0
2010-01-13 20:30:00,0.16666666666666666,18583.0,Houston Rockets,Minnesota Timberwolves,0.0,1.0,Wednesday,January,15175.0
2010-01-13 20:30:00,0.7428571428571429,20728.0,Dallas Mavericks,Los Angeles Lakers,0.0,2.0,Wednesday,January,20491.0
2010-01-13 21:00:00,0.6285714285714286,20044.0,Denver Nuggets,Orlando Magic,0.0,2.0,Wednesday,January,18475.0
2010-01-13 22:00:00,0.5675675675675675,20693.0,Portland Trail Blazers,Milwaukee Bucks,0.0,2.0,Wednesday,January,20465.0
2010-01-14 20:00:00,0.4545454545454545,18624.0,Boston Celtics,Chicago Bulls,0.0,3.0,Thursday,January,18624.0
2010-01-14 22:30:00,0.5555555555555556,19911.0,Utah Jazz,Cleveland Cavaliers,0.0,4.0,Thursday,January,19911.0
2010-01-15 19:00:00,0.38235294117647056,20809.0,Philadelphia 76ers,Sacramento Kings,0.0,1.0,Friday,January,16767.0
2010-01-15 20:00:00,0.6052631578947368,20190.0,Atlanta Hawks,Phoenix Suns,0.0,2.0,Friday,January,17605.0
2010-01-15 20:00:00,0.3142857142857143,23129.0,Chicago Bulls,Washington Wizards,0.0,1.0,Friday,January,20304.0
2010-01-15 20:00:00,0.16216216216216214,18119.0,Memphis Grizzlies,Minnesota Timberwolves,0.0,1.0,Friday,January,12812.0
2010-01-15 20:30:00,0.5277777777777778,20728.0,Dallas Mavericks,Oklahoma City Thunder,0.0,3.0,Friday,January,20064.0
2010-01-15 20:30:00,0.5294117647058824,18583.0,Houston Rockets,Miami Heat,0.0,3.0,Friday,January,16720.0
2010-01-15 22:30:00,0.75,18997.0,Los Angeles Lakers,Los Angeles Clippers,0.0,3.0,Friday,January,18997.0
2010-01-15 22:30:00,0.5789473684210527,20693.0,Portland Trail Blazers,Orlando Magic,0.0,3.0,Friday,January,20650.0
2010-01-16 19:00:00,0.3333333333333333,20173.0,Washington Wizards,Sacramento Kings,0.0,2.0,Saturday,January,17242.0
2010-01-16 20:00:00,0.6,18119.0,Memphis Grizzlies,San Antonio Spurs,0.0,3.0,Saturday,January,14116.0
2010-01-16 20:00:00,0.5405405405405406,18342.0,Oklahoma City Thunder,Miami Heat,0.0,3.0,Saturday,January,18203.0
2010-01-16 21:00:00,0.5675675675675675,19911.0,Utah Jazz,Milwaukee Bucks,0.0,4.0,Saturday,January,19669.0
2010-01-16 22:30:00,0.4722222222222222,20044.0,Los Angeles Clippers,Cleveland Cavaliers,0.0,2.0,Saturday,January,19277.0
2010-01-17 12:30:00,0.4722222222222222,20152.0,Toronto Raptors,Dallas Mavericks,0.0,3.0,Sunday,January,19004.0
2010-01-17 21:00:00,0.5526315789473685,20044.0,Denver Nuggets,Utah Jazz,0.0,4.0,Sunday,January,19519.0
2010-01-18 13:00:00,0.35135135135135137,20173.0,Washington Wizards,Portland Trail Blazers,0.0,2.0,Monday,January,12209.0
2010-01-18 14:00:00,0.5526315789473685,20190.0,Atlanta Hawks,Oklahoma City Thunder,0.0,3.0,Monday,January,14666.0
2010-01-18 15:00:00,0.38235294117647056,18583.0,Houston Rockets,Milwaukee Bucks,0.0,1.0,Monday,January,17187.0
2010-01-18 15:30:00,0.2571428571428571,20200.0,Minnesota Timberwolves,Philadelphia 76ers,0.0,2.0,Monday,January,14637.0
2010-01-18 17:30:00,0.5897435897435898,18119.0,Memphis Grizzlies,Phoenix Suns,0.0,1.0,Monday,January,18119.0
2010-01-18 20:00:00,0.6486486486486487,18624.0,Boston Celtics,Dallas Mavericks,0.0,2.0,Monday,January,18624.0
2010-01-18 22:30:00,0.5945945945945946,18997.0,Los Angeles Lakers,Orlando Magic,0.0,2.0,Monday,January,18997.0
2010-01-19 19:00:00,0.4594594594594595,20562.0,Cleveland Cavaliers,Toronto Raptors,0.0,2.0,Tuesday,January,20562.0
2010-01-19 19:30:00,0.5277777777777778,19600.0,Miami Heat,Indiana Pacers,0.0,3.0,Tuesday,January,14986.0
2010-01-20 19:00:00,0.34210526315789475,20173.0,Washington Wizards,Dallas Mavericks,0.0,2.0,Wednesday,January,13974.0
2010-01-20 19:00:00,0.575,20809.0,Philadelphia 76ers,Portland Trail Blazers,0.0,3.0,Wednesday,January,12607.0
2010-01-20 19:00:00,0.3611111111111111,20190.0,Atlanta Hawks,Sacramento Kings,0.0,1.0,Wednesday,January,14809.0
2010-01-20 20:00:00,0.5641025641025641,20200.0,Minnesota Timberwolves,Oklahoma City Thunder,0.0,3.0,Wednesday,January,12995.0
2010-01-20 21:00:00,0.5641025641025641,18581.0,San Antonio Spurs,Utah Jazz,0.0,4.0,Wednesday,January,17584.0
2010-01-20 22:30:00,0.4864864864864865,20044.0,Los Angeles Clippers,Chicago Bulls,0.0,2.0,Wednesday,January,16794.0
2010-01-21 20:00:00,0.7368421052631579,20562.0,Cleveland Cavaliers,Los Angeles Lakers,0.0,3.0,Thursday,January,20562.0
2010-01-21 22:30:00,0.4736842105263158,20044.0,Denver Nuggets,Los Angeles Clippers,0.0,1.0,Thursday,January,15343.0
